,Date,Price,Year,Month,Day
634,2015-08-17,114.58,2015,August,Monday
635,2015-08-24,113.23,2015,August,Monday
636,2015-08-31,111.21,2015,August,Monday
637,2015-09-07,110.9,2015,September,Monday
638,2015-09-14,110.6,2015,September,Monday
639,2015-09-21,110.61,2015,September,Monday
640,2015-09-28,109.47,2015,September,Monday
641,2015-10-05,108.94,2015,October,Monday
642,2015-10-12,108.97,2015,October,Monday
643,2015-10-19,109.01,2015,October,Monday
644,2015-10-26,108.04,2015,October,Monday
645,2015-11-02,107.21,2015,November,Monday
646,2015-11-09,107.14,2015,November,Monday
647,2015-11-16,107.36,2015,November,Monday
648,2015-11-23,107.29,2015,November,Monday
649,2015-11-30,106.97,2015,November,Monday
650,2015-12-07,106.75,2015,December,Monday
651,2015-12-14,104.0,2015,December,Monday
652,2015-12-21,102.33,2015,December,Monday
653,2015-12-28,102.11,2015,December,Monday
654,2016-01-04,102.0,2016,January,Monday
655,2016-01-11,101.89,2016,January,Monday
656,2016-01-18,101.8,2016,January,Monday
657,2016-01-25,101.42,2016,January,Monday
658,2016-02-01,101.36,2016,February,Monday
659,2016-02-08,101.51,2016,February,Monday
660,2016-02-15,101.45,2016,February,Monday
661,2016-02-22,101.39,2016,February,Monday
662,2016-02-29,101.42,2016,February,Monday
663,2016-03-07,101.46,2016,March,Monday
664,2016-03-14,101.71,2016,March,Monday
665,2016-03-21,102.58,2016,March,Monday
666,2016-03-28,103.4,2016,March,Monday
667,2016-04-04,104.51,2016,April,Monday
668,2016-04-11,105.39,2016,April,Monday
669,2016-04-18,106.41,2016,April,Monday
670,2016-04-25,107.14,2016,April,Monday
671,2016-05-02,107.82,2016,May,Monday
672,2016-05-09,108.19,2016,May,Monday
673,2016-05-16,108.53,2016,May,Monday
674,2016-05-23,109.12,2016,May,Monday
675,2016-05-30,109.79,2016,May,Monday
676,2016-06-06,110.4,2016,June,Monday
677,2016-06-13,111.03,2016,June,Monday
678,2016-06-20,111.22,2016,June,Monday
679,2016-06-27,111.44,2016,June,Monday
680,2016-07-04,111.65,2016,July,Monday
681,2016-07-11,111.89,2016,July,Monday
682,2016-07-18,111.92,2016,July,Monday
683,2016-07-25,111.69,2016,July,Monday
684,2016-08-01,111.05,2016,August,Monday
685,2016-08-08,109.75,2016,August,Monday
686,2016-08-15,109.28,2016,August,Monday
687,2016-08-22,109.63,2016,August,Monday
688,2016-08-29,110.43,2016,August,Monday
689,2016-09-05,110.97,2016,September,Monday
690,2016-09-12,111.31,2016,September,Monday
691,2016-09-19,111.29,2016,September,Monday
692,2016-09-26,111.36,2016,September,Monday
693,2016-10-03,111.65,2016,October,Monday
694,2016-10-10,112.35,2016,October,Monday
695,2016-10-17,113.72,2016,October,Monday
696,2016-10-24,115.2,2016,October,Monday
697,2016-10-31,116.02,2016,October,Monday
698,2016-11-07,116.56,2016,November,Monday
699,2016-11-14,116.5,2016,November,Monday
700,2016-11-21,114.71,2016,November,Monday
701,2016-11-28,113.72,2016,November,Monday
702,2016-12-05,113.66,2016,December,Monday
703,2016-12-12,114.23,2016,December,Monday
704,2016-12-19,115.0,2016,December,Monday
705,2016-12-26,115.45,2016,December,Monday
706,2017-01-02,117.0,2017,January,Monday
707,2017-01-09,117.98,2017,January,Monday
708,2017-01-16,118.63,2017,January,Monday
709,2017-01-23,119.43,2017,January,Monday
710,2017-01-30,120.01,2017,January,Monday
711,2017-02-06,120.18,2017,February,Monday
712,2017-02-13,120.15,2017,February,Monday
713,2017-02-20,120.2,2017,February,Monday
714,2017-02-27,120.12,2017,February,Monday
715,2017-03-06,120.02,2017,March,Monday
716,2017-03-13,119.8,2017,March,Monday
717,2017-03-20,118.95,2017,March,Monday
718,2017-03-27,118.03,2017,March,Monday
719,2017-04-03,116.93,2017,April,Monday
720,2017-04-10,117.02,2017,April,Monday
721,2017-04-17,117.54,2017,April,Monday
722,2017-04-24,118.15,2017,April,Monday
723,2017-05-01,118.08,2017,May,Monday
724,2017-05-08,117.06,2017,May,Monday
725,2017-05-15,115.6,2017,May,Monday
726,2017-05-22,115.67,2017,May,Monday
727,2017-05-29,115.79,2017,May,Monday
728,2017-06-05,115.82,2017,June,Monday
729,2017-06-12,115.69,2017,June,Monday
730,2017-06-19,115.12,2017,June,Monday
731,2017-06-26,114.43,2017,June,Monday
732,2017-07-03,113.74,2017,July,Monday
733,2017-07-10,113.58,2017,July,Monday
734,2017-07-17,113.89,2017,July,Monday
735,2017-07-24,113.99,2017,July,Monday
736,2017-07-31,114.16,2017,July,Monday
737,2017-08-07,114.78,2017,August,Monday
738,2017-08-14,115.53,2017,August,Monday
739,2017-08-21,116.04,2017,August,Monday
740,2017-08-28,116.4,2017,August,Monday
741,2017-09-04,116.95,2017,September,Monday
742,2017-09-11,118.14,2017,September,Monday
743,2017-09-18,118.85,2017,September,Monday
744,2017-09-25,118.87,2017,September,Monday
745,2017-10-02,118.13,2017,October,Monday
746,2017-10-09,117.16,2017,October,Monday
747,2017-10-16,117.01,2017,October,Monday
748,2017-10-23,117.04,2017,October,Monday
749,2017-10-30,117.06,2017,October,Monday
750,2017-11-06,117.57,2017,November,Monday
751,2017-11-13,118.91,2017,November,Monday
752,2017-11-20,119.67,2017,November,Monday
753,2017-11-27,120.13,2017,November,Monday
754,2017-12-04,119.75,2017,December,Monday
755,2017-12-11,119.91,2017,December,Monday
756,2017-12-18,119.98,2017,December,Monday
757,2017-12-25,120.0,2017,December,Monday
758,2018-01-01,120.19,2018,January,Monday
759,2018-01-08,120.52,2018,January,Monday
760,2018-01-15,120.96,2018,January,Monday
761,2018-01-22,121.5,2018,January,Monday
762,2018-01-29,121.69,2018,January,Monday
763,2018-02-05,121.73,2018,February,Monday
764,2018-02-12,121.58,2018,February,Monday
765,2018-02-19,120.52,2018,February,Monday
766,2018-02-26,119.55,2018,February,Monday
767,2018-03-05,119.29,2018,March,Monday
768,2018-03-12,119.11,2018,March,Monday
769,2018-03-19,119.17,2018,March,Monday
770,2018-03-26,119.23,2018,March,Monday
771,2018-04-02,119.43,2018,April,Monday
772,2018-04-09,119.96,2018,April,Monday
773,2018-04-16,120.56,2018,April,Monday
774,2018-04-23,121.44,2018,April,Monday
775,2018-04-30,122.22,2018,April,Monday
776,2018-05-07,123.27,2018,May,Monday
777,2018-05-14,124.32,2018,May,Monday
778,2018-05-21,125.93,2018,May,Monday
779,2018-05-28,127.58,2018,May,Monday
780,2018-06-04,128.43,2018,June,Monday
781,2018-06-11,128.61,2018,June,Monday
782,2018-06-18,127.92,2018,June,Monday
783,2018-06-25,127.18,2018,June,Monday
784,2018-07-02,126.54,2018,July,Monday
785,2018-07-09,126.97,2018,July,Monday
786,2018-07-16,127.47,2018,July,Monday
787,2018-07-23,127.5,2018,July,Monday
788,2018-07-30,127.54,2018,July,Monday
789,2018-08-06,128.02,2018,August,Monday
790,2018-08-13,128.39,2018,August,Monday
791,2018-08-20,128.79,2018,August,Monday
792,2018-08-27,129.18,2018,August,Monday
793,2018-09-03,129.76,2018,September,Monday
794,2018-09-10,130.24,2018,September,Monday
795,2018-09-17,130.59,2018,September,Monday
796,2018-09-24,130.59,2018,September,Monday
797,2018-10-01,129.98,2018,October,Monday
798,2018-10-08,130.15,2018,October,Monday
799,2018-10-15,130.81,2018,October,Monday
800,2018-10-22,130.98,2018,October,Monday
801,2018-10-29,130.64,2018,October,Monday
802,2018-11-05,130.11,2018,November,Monday
803,2018-11-12,128.94,2018,November,Monday
804,2018-11-19,127.4,2018,November,Monday
805,2018-11-26,125.77,2018,November,Monday
806,2018-12-03,124.3,2018,December,Monday
807,2018-12-10,122.37,2018,December,Monday
808,2018-12-17,121.02,2018,December,Monday
809,2018-12-24,120.61,2018,December,Monday
810,2018-12-31,120.18,2018,December,Monday
